"city","city_ascii","province_id","province_name","lat","lng","population","density","timezone","ranking","postal","id"
"Hilliers","Hilliers","BC","British Columbia","49.3022","-124.4727","1540.00","53.00","America/Vancouver","4","V0R V9K","1124744995"
"Saint-Joseph","Saint-Joseph","NB","New Brunswick","47.5580","-68.3082","1538.00","4.80","America/Moncton","4","E7B","1124001284"
"Saint-Paulin","Saint-Paulin","QC","Quebec","46.4167","-73.0333","1534","16.0","America/Montreal","4","J0K","1124571978"
"Bon Accord","Bon Accord","AB","Alberta","53.8328","-113.4189","1529","718.7","America/Edmonton","3","T0A","1124764880"
"Saint David","Saint David","NB","New Brunswick","45.2918","-67.1983","1529.00","8.00","America/Moncton","4","E5A E3L","1124001550"
"Saint-Albert","Saint-Albert","QC","Quebec","46.0000","-72.0833","1526","21.8","America/Montreal","4","J0A","1124484773"
"Matagami","Matagami","QC","Quebec","49.7500","-77.6333","1526","22.8","America/Montreal","3","J0Y","1124686252"
"Springfield","Springfield","NB","New Brunswick","45.7005","-65.8079","1525.00","6.10","America/Moncton","4","E5T E5P","1124760693"
"Amherst","Amherst","QC","Quebec","46.0500","-74.7667","1524","6.6","America/Montreal","3","J0T","1124000118"
"Notre-Dame-du-Laus","Notre-Dame-du-Laus","QC","Quebec","46.0833","-75.6167","1518","1.8","America/Montreal","3","J0X","1124131832"
"St. George","St. George","NB","New Brunswick","45.1333","-66.8167","1517","93.8","America/Moncton","3","E5C","1124740743"
"Wembley","Wembley","AB","Alberta","55.1572","-119.1392","1516","318.9","America/Edmonton","3","T0H","1124957462"
"Victoria","Victoria","MB","Manitoba","49.6644","-98.9153","1514.00","2.20","America/Winnipeg","4","R0G R0K","1124000196"
"Springbrook","Springbrook","AB","Alberta","52.1796","-113.8850","1507.00","286.30","America/Edmonton","3","T4S","1124001537"
"Saint-Tite-des-Caps","Saint-Tite-des-Caps","QC","Quebec","47.1333","-70.7667","1506","11.7","America/Montreal","3","G0A","1124367873"
"Hudson Bay","Hudson Bay","SK","Saskatchewan","52.8510","-102.3920","1504","86.7","America/Regina","3","S0E","1124151446"
"Pinawa","Pinawa","MB","Manitoba","50.1707","-95.9547","1504.00","11.70","America/Winnipeg","4","R0E","1124622420"
"Brudenell, Lyndoch and Raglan","Brudenell, Lyndoch and Raglan","ON","Ontario","45.3167","-77.4000","1503","2.1","America/Toronto","3","K0J","1124001367"
"Carlyle","Carlyle","SK","Saskatchewan","49.6333","-102.2667","1503","451.1","America/Regina","3","S0C","1124830228"
"Keremeos","Keremeos","BC","British Columbia","49.2025","-119.8294","1502","717.5","America/Vancouver","3","V0X","1124920590"
"Val-Joli","Val-Joli","QC","Quebec","45.6000","-71.9700","1501","16.5","America/Montreal","4","J1S","1124000422"
"Gold River","Gold River","BC","British Columbia","49.7769","-126.0514","1500","15.0","America/Vancouver","3","V0P","1124000663"
"Saint-Casimir","Saint-Casimir","QC","Quebec","46.6500","-72.1333","1500","22.5","America/Montreal","3","G0A","1124445682"
"Bay Bulls","Bay Bulls","NL","Newfoundland and Labrador","47.3158","-52.8103","1500","48.8","America/St_Johns","3","A0A","1124701391"
"Langham","Langham","SK","Saskatchewan","52.3667","-106.9667","1496","374.9","America/Regina","3","S0K","1124101937"
"Frenchman Butte","Frenchman Butte","SK","Saskatchewan","53.6052","-109.4298","1494.00","0.80","America/Regina","4","S0M","1124729147"
"Gordon","Gordon","NB","New Brunswick","46.8363","-67.1913","1493.00","1.00","America/Moncton","4","E7G","1124001029"
"Kugluktuk","Kugluktuk","NU","Nunavut","67.8055","-115.3223","1491.00","2.70","America/Cambridge_Bay","4","X0B","1124349489"
"Saint-Malachie","Saint-Malachie","QC","Quebec","46.5333","-70.7667","1489","14.8","America/Montreal","3","G0R","1124048620"
"Southampton","Southampton","NB","New Brunswick","46.0789","-67.3124","1484.00","3.30","America/Moncton","4","E6E E6G","1124711539"
"Salluit","Salluit","QC","Quebec","62.2013","-75.6337","1483.00","101.10","America/Montreal","4","J0M","1124962070"
"Pangnirtung","Pangnirtung","NU","Nunavut","66.1436","-65.6829","1481.00","190.60","America/Pangnirtung","4","X0A","1124731886"
"Saint-Louis-de-Gonzague","Saint-Louis-de-Gonzague","QC","Quebec","45.2000","-73.9800","1481","18.6","America/Montreal","3","J0S","1124000598"
"Moosonee","Moosonee","ON","Ontario","51.2722","-80.6431","1481","2.7","America/Toronto","3","P0L","1124592907"
"Englehart","Englehart","ON","Ontario","47.8167","-79.8667","1479","489.7","America/Toronto","3","P0J","1124297839"
"Saint-Urbain","Saint-Urbain","QC","Quebec","47.5500","-70.5333","1474","4.4","America/Montreal","4","G0A","1124108877"
"Tring-Jonction","Tring-Jonction","QC","Quebec","46.2667","-70.9833","1473","57.5","America/Montreal","4","G0N","1124821925"
"Nauwigewauk","Nauwigewauk","NB","New Brunswick","45.4812","-65.8738","1472.00","48.20","America/Moncton","4","E5N","1124029649"
"Pointe-à-la-Croix","Pointe-a-la-Croix","QC","Quebec","48.0167","-66.6833","1472","3.7","America/Moncton","3","G0C","1124993506"
"Denmark","Denmark","NB","New Brunswick","47.1155","-67.4771","1471.00","2.00","America/Moncton","4","E7H E7G","1124001349"
"Saint-Joachim","Saint-Joachim","QC","Quebec","47.0500","-70.8500","1471","34.5","America/Montreal","3","G0A","1124056373"
"Torch River No. 488","Torch River No. 488","SK","Saskatchewan","53.5445","-104.4619","1471.00","0.30","America/Regina","4","S0J","1124001716"
"Saint-Théodore-d'Acton","Saint-Theodore-d'Acton","QC","Quebec","45.6833","-72.5833","1471","17.7","America/Montreal","4","J0H","1124207486"
"Grindrod","Grindrod","BC","British Columbia","50.6300","-119.1314","1470.00","34.00","America/Vancouver","4","V0E V1E","1124245869"
"L’ Îsle-Verte","L' Isle-Verte","QC","Quebec","48.0167","-69.3333","1469","12.5","America/Montreal","3","G0L","1124320524"
"Harrison Hot Springs","Harrison Hot Springs","BC","British Columbia","49.3000","-121.7819","1468","263.4","America/Vancouver","3","V0M","1124001888"
"Palmarolle","Palmarolle","QC","Quebec","48.6667","-79.2000","1465","12.5","America/Montreal","3","J0Z","1124693739"
"Henryville","Henryville","QC","Quebec","45.1333","-73.1833","1464","22.6","America/Montreal","3","J0J","1124175333"
"Sussex Corner","Sussex Corner","NB","New Brunswick","45.7122","-65.4719","1461.00","156.40","America/Moncton","4","E4E","1124001821"
"Saint-Odilon-de-Cranbourne","Saint-Odilon-de-Cranbourne","QC","Quebec","46.3667","-70.6833","1459","11.2","America/Montreal","4","G0S","1124001239"
"Pipestone","Pipestone","MB","Manitoba","49.6653","-101.1444","1458.00","1.30","America/Winnipeg","3","R0M","1124293936"
"Laurierville","Laurierville","QC","Quebec","46.3000","-71.6500","1454","13.6","America/Montreal","4","G0S","1124864029"
"La Doré","La Dore","QC","Quebec","48.7200","-72.6500","1453","5.0","America/Montreal","3","G8J","1124387334"
"Lac-au-Saumon","Lac-au-Saumon","QC","Quebec","48.4167","-67.3500","1453","17.7","America/Montreal","3","G0J","1124759496"
"Wotton","Wotton","QC","Quebec","45.7333","-71.8000","1453","10.1","America/Montreal","4","J0A","1124174332"
"Prairie Lakes","Prairie Lakes","MB","Manitoba","49.4034","-99.6298","1453.00","1.40","America/Winnipeg","4","R0K","1124001186"
"Elk Point","Elk Point","AB","Alberta","53.8967","-110.8972","1452","295.5","America/Edmonton","3","T0A","1124622637"
"Shellbrook","Shellbrook","SK","Saskatchewan","53.2167","-106.4000","1444","390.3","America/Regina","3","S0J","1124817725"
"Wemindji","Wemindji","QC","Quebec","53.0440","-78.7384","1444.00","3.70","America/Montreal","4","J0M","1124079157"
"Cape Dorset","Cape Dorset","NU","Nunavut","64.2237","-76.5405","1441.00","147.90","America/Iqaluit","4","X0A","1124646146"
"Strong","Strong","ON","Ontario","45.7500","-79.4000","1439","9.0","America/Toronto","3","P0A","1124000578"
"Lappe","Lappe","ON","Ontario","48.5693","-89.3573","1436.00","9.80","America/Toronto","4","P7G","1124000934"
"Rivière-Héva","Riviere-Heva","QC","Quebec","48.2333","-78.2167","1433","3.4","America/Montreal","4","J0Y","1124000406"
"Fort-Coulonge","Fort-Coulonge","QC","Quebec","45.8500","-76.7333","1433","462.4","America/Montreal","3","J0X","1124453309"
"Irishtown-Summerside","Irishtown-Summerside","NL","Newfoundland and Labrador","48.9833","-57.9500","1418","119.20","America/St_Johns","4","A2H","1124000307"
"Godmanchester","Godmanchester","QC","Quebec","45.0800","-74.2500","1417","10.2","America/Montreal","3","J0S","1124000511"
"Macklin","Macklin","SK","Saskatchewan","52.3300","-109.9400","1415","450.7","America/Regina","3","S0L","1124573046"
"Armour","Armour","ON","Ontario","45.6289","-79.3436","1414","8.6","America/Toronto","3","P0A","1124000589"
"Saint-Simon","Saint-Simon","QC","Quebec","45.7190","-72.8463","1413.00","20.50","America/Montreal","4","J0H","1124669265"
"St. François Xavier","St. Francois Xavier","MB","Manitoba","49.9903","-97.6722","1411","6.9","America/Winnipeg","3","R4L","1124001915"
"Tingwick","Tingwick","QC","Quebec","45.8873","-71.9244","1410.00","8.30","America/Montreal","4","J0A","1124969542"
"Saint-Aubert","Saint-Aubert","QC","Quebec","47.1833","-70.2167","1409","14.0","America/Montreal","3","G0R","1124439130"
"Saint-Mathieu-du-Parc","Saint-Mathieu-du-Parc","QC","Quebec","46.5667","-72.9167","1407","6.3","America/Montreal","4","G0X","1124001318"
"Wabasca","Wabasca","AB","Alberta","55.9855","-113.8566","1406.00","65.80","America/Edmonton","4","T0G","1124001857"
"Ragueneau","Ragueneau","QC","Quebec","49.0667","-68.5333","1405","7.6","America/Montreal","4","G0H","1124000159"
"Notre-Dame-du-Bon-Conseil","Notre-Dame-du-Bon-Conseil","QC","Quebec","46.0000","-72.3500","1404","331.4","America/Montreal","3","J0C","1124217511"
"Wasagamack","Wasagamack","MB","Manitoba","53.9056","-94.9412","1403.00","17.30","America/Winnipeg","4","R0B","1124000650"
"Saint-Ubalde","Saint-Ubalde","QC","Quebec","46.7500","-72.2667","1403","10.0","America/Montreal","3","G0A","1124614507"
"Creighton","Creighton","SK","Saskatchewan","54.7561","-101.8973","1402","97.40","America/Winnipeg","3","S0P","1124000828"
"Fortune","Fortune","NL","Newfoundland and Labrador","47.0733","-55.8217","1401","25.5","America/St_Johns","3","A0E","1124546267"
"Faraday","Faraday","ON","Ontario","45.0000","-77.9167","1401","6.4","America/Toronto","3","K0L","1124001991"
"Berthier-sur-Mer","Berthier-sur-Mer","QC","Quebec","46.9167","-70.7333","1398","52.2","America/Montreal","3","G0R","1124625020"
"Frampton","Frampton","QC","Quebec","46.4667","-70.8000","1393","9.2","America/Montreal","3","G0R","1124063273"
"Magnetawan","Magnetawan","ON","Ontario","45.6667","-79.6333","1390","2.6","America/Toronto","3","P0A","1124537839"
"New Carlisle","New Carlisle","QC","Quebec","48.0167","-65.3333","1388","20.5","America/Montreal","3","G0C","1124193848"
"Laird No. 404","Laird No. 404","SK","Saskatchewan","52.5696","-106.7312","1387.00","1.90","America/Regina","4","S0K","1124001811"
"Petitcodiac","Petitcodiac","NB","New Brunswick","45.9333","-65.1667","1383","80.4","America/Moncton","3","E4Z","1124122911"
"Popkum","Popkum","BC","British Columbia","49.1911","-121.7553","1382.00","216.70","America/Vancouver","3","V0X","1124000726"
"Norton","Norton","NB","New Brunswick","45.6387","-65.6955","1382","18.3","America/Moncton","3","E5N","1124362919"
"Canwood No. 494","Canwood No. 494","SK","Saskatchewan","53.4574","-106.7768","1381.00","0.70","America/Regina","4","S0J","1124001486"
"Wentworth-Nord","Wentworth-Nord","QC","Quebec","45.8500","-74.4500","1381","8.8","America/Montreal","3","J0T","1124001955"
"Bas Caraquet","Bas Caraquet","NB","New Brunswick","47.8000","-64.8333","1380","44.5","America/Moncton","4","E1W","1124124817"
"Sainte-Ursule","Sainte-Ursule","QC","Quebec","46.2833","-73.0333","1375","20.2","America/Montreal","4","J0K","1124000577"
"Dawson","Dawson","YT","Yukon","64.0464","-139.3893","1375.00","42.40","America/Whitehorse","4","Y0B","1124075766"
"Nantes","Nantes","QC","Quebec","45.6333","-71.0333","1374","11.4","America/Montreal","3","G0Y","1124802333"
"Lac-aux-Sables","Lac-aux-Sables","QC","Quebec","46.8667","-72.4000","1373","5.1","America/Montreal","3","G0X","1124691735"
"Stewiacke","Stewiacke","NS","Nova Scotia","45.1422","-63.3483","1373","77.9","America/Halifax","3","B0N","1124573534"
"Taylor","Taylor","BC","British Columbia","56.1590","-120.6878","1373","80.3","America/Dawson_Creek","3","V0C","1124063816"
"Rosser","Rosser","MB","Manitoba","49.9900","-97.4592","1372","3.1","America/Winnipeg","3","R3C R0H","1124001581"
"Estevan No. 5","Estevan No. 5","SK","Saskatchewan","49.1308","-103.0126","1370.00","1.80","America/Regina","4","S4A","1124000725"
"Falmouth","Falmouth","NS","Nova Scotia","44.9967","-64.1634","1368.00","262.30","America/Halifax","3","B0P","1124001382"
"Vaudreuil-sur-le-Lac","Vaudreuil-sur-le-Lac","QC","Quebec","45.4000","-74.0333","1359","989.2","America/Montreal","3","J7V","1124001806"
"Grahamdale","Grahamdale","MB","Manitoba","51.4200","-98.3733","1359.00","0.60","America/Winnipeg","3","R0C","1124001918"
"Cardwell","Cardwell","NB","New Brunswick","45.7848","-65.3037","1353.00","4.30","America/Moncton","4","E4Z E4G","1124001428"
"Two Hills","Two Hills","AB","Alberta","53.7150","-111.7461","1352","400.0","America/Edmonton","3","T0B","1124512958"
"Spiritwood No. 496","Spiritwood No. 496","SK","Saskatchewan","53.4435","-107.4495","1347.00","0.60","America/Regina","4","S0J","1124001575"
"Legal","Legal","AB","Alberta","53.9492","-113.5950","1345","423.4","America/Edmonton","3","T0G","1124819805"
"Amulet","Amulet","QC","Quebec","48.2938","-79.0274","1340.00","724.30","America/Montreal","3","J9X J9Y","1124000786"
"Hérouxville","Herouxville","QC","Quebec","46.6667","-72.6167","1340","25.3","America/Montreal","3","G0X","1124001698"
"Pointe-des-Cascades","Pointe-des-Cascades","QC","Quebec","45.3333","-73.9667","1340","502.2","America/Montreal","3","J0P","1124001740"
"Weldford","Weldford","NB","New Brunswick","46.5221","-65.1114","1338.00","2.20","America/Moncton","4","E4W E4T","1124000165"
"Reynolds","Reynolds","MB","Manitoba","49.7678","-95.8842","1338.00","0.40","America/Winnipeg","3","R0E","1124938750"
"St. Laurent","St. Laurent","MB","Manitoba","50.4300","-97.7933","1338.00","2.90","America/Winnipeg","4","R0C","1124303582"
"Lions Bay","Lions Bay","BC","British Columbia","49.4581","-123.2369","1334","526.5","America/Vancouver","3","V0N","1124001126"
"L'Isle-aux-Allumettes","L'Isle-aux-Allumettes","QC","Quebec","45.8667","-77.0667","1334","7.2","America/Montreal","3","J0X","1124001726"
"Emo","Emo","ON","Ontario","48.6333","-93.8333","1333","6.6","America/Winnipeg","3","P0W","1124320866"
"Sainte-Brigide-d'Iberville","Sainte-Brigide-d'Iberville","QC","Quebec","45.3167","-73.0667","1331","18.7","America/Montreal","3","J0J","1124015542"
"Les Éboulements","Les Eboulements","QC","Quebec","47.4833","-70.3167","1331","8.5","America/Montreal","3","G0A","1124253187"
"Dunsmuir","Dunsmuir","BC","British Columbia","49.3696","-124.5772","1330.00","62.30","America/Vancouver","4","V9K","1124000426"
"Pointe-aux-Outardes","Pointe-aux-Outardes","QC","Quebec","49.0500","-68.4333","1330","17.8","America/Montreal","3","G0H","1124001253"
"Smooth Rock Falls","Smooth Rock Falls","ON","Ontario","49.2833","-81.6333","1330","6.6","America/Toronto","3","P0L","1124418972"
"Oxbow","Oxbow","SK","Saskatchewan","49.2333","-102.1667","1328","412.6","America/Regina","3","S0C","1124727899"
"Telkwa","Telkwa","BC","British Columbia","54.6972","-127.0500","1327","191.9","America/Vancouver","3","V0J","1124000170"
"Gjoa Haven","Gjoa Haven","NU","Nunavut","68.6448","-95.8912","1324.00","46.50","America/Cambridge_Bay","4","X0B","1124942230"
"Sainte-Barbe","Sainte-Barbe","QC","Quebec","45.1667","-74.2000","1324","33.0","America/Montreal","3","J0S","1124147367"
"Mayerthorpe","Mayerthorpe","AB","Alberta","53.9503","-115.1336","1320","302.2","America/Edmonton","3","T0E","1124001053"
"Saint-Louis-du-Ha! Ha!","Saint-Louis-du-Ha! Ha!","QC","Quebec","47.6700","-68.9800","1318","11.7","America/Montreal","3","G0L","1124487645"
"Powerview-Pine Falls","Powerview-Pine Falls","MB","Manitoba","50.5661","-96.1981","1316.00","262.00","America/Winnipeg","3","R0E","1124001400"
"Baie Verte","Baie Verte","NL","Newfoundland and Labrador","49.9167","-56.1833","1313","3.5","America/St_Johns","3","A0K","1124727368"
"Saint-Édouard","Saint-Edouard","QC","Quebec","45.2333","-73.5167","1312","24.8","America/Montreal","3","J0L","1124689962"
"Charlo","Charlo","NB","New Brunswick","48.0000","-66.3200","1310","41.9","America/Moncton","3","E8E","1124001583"
"Hillsborough","Hillsborough","NB","New Brunswick","45.9052","-64.7652","1308.00","4.30","America/Moncton","4","E4H","1124000107"
"Bruederheim","Bruederheim","AB","Alberta","53.8042","-112.9278","1308","183.8","America/Edmonton","3","T0B","1124027946"
"Burgeo","Burgeo","NL","Newfoundland and Labrador","47.6000","-57.6333","1307","41.70","America/St_Johns","3","A0N","1124034870"
"Wadena","Wadena","SK","Saskatchewan","51.9458","-103.8014","1306","449.5","America/Regina","3","S0A","1124604550"
"Richmond","Richmond","NB","New Brunswick","46.0776","-67.7248","1303.00","5.00","America/Moncton","4","E7N E7M","1124000907"
"Swan Hills","Swan Hills","AB","Alberta","54.7106","-115.4133","1301","49.8","America/Edmonton","3","T0G","1124000651"
"Wilkie","Wilkie","SK","Saskatchewan","52.4167","-108.7000","1301","137.3","America/Regina","3","S0K","1124926813"
"Saint-Léonard","Saint-Leonard","NB","New Brunswick","47.1625","-67.9250","1300","249.2","America/Moncton","3","E7E","1124194436"
"Rivière-Bleue","Riviere-Bleue","QC","Quebec","47.4333","-69.0500","1299","7.5","America/Montreal","4","G0L","1124592122"
"Noyan","Noyan","QC","Quebec","45.0667","-73.3000","1297","29.0","America/Montreal","3","J0J","1124781949"
"Ile-à-la-Crosse","Ile-a-la-Crosse","SK","Saskatchewan","55.4500","-107.8833","1296","54.4","America/Regina","3","S0J S0M","1124359869"
"Landmark","Landmark","MB","Manitoba","49.6711","-96.8179","1292.00","433.40","America/Winnipeg","3","R0A","1124000247"
"Saint-Hugues","Saint-Hugues","QC","Quebec","45.8000","-72.8667","1292","15.4","America/Montreal","3","J0H","1124983381"
"Chisholm","Chisholm","ON","Ontario","46.1000","-79.2333","1291","6.2","America/Toronto","4","P0H","1124000894"
"Sainte-Anne-du-Sault","Sainte-Anne-du-Sault","QC","Quebec","46.1733","-72.1415","1290.00","21.60","America/Montreal","4","G0Z","1124001314"
"La Conception","La Conception","QC","Quebec","46.1500","-74.7000","1287","9.9","America/Montreal","3","J0T","1124175484"
"Saint-Valère","Saint-Valere","QC","Quebec","46.0667","-72.1000","1286","11.9","America/Montreal","4","G0P","1124182292"
"Sorrento","Sorrento","BC","British Columbia","50.8832","-119.4782","1285.00","108.30","America/Vancouver","4","V0E","1124978509"
"Lamèque","Lameque","NB","New Brunswick","47.7925","-64.6532","1285","102.8","America/Moncton","3","E8T","1124209362"
"Thessalon","Thessalon","ON","Ontario","46.2500","-83.5500","1279","284.6","America/Toronto","3","P0R","1124087342"
"L'Isle-aux-Coudres","L'Isle-aux-Coudres","QC","Quebec","47.4000","-70.3833","1279","42.5","America/Montreal","3","G0A","1124001681"
"Nobleford","Nobleford","AB","Alberta","49.8822","-113.0531","1278","802.6","America/Edmonton","3","T0L","1124281605"
"Larouche","Larouche","QC","Quebec","48.4500","-71.5167","1277","15.1","America/Montreal","4","G0W","1124000827"
"South Qu'Appelle No. 157","South Qu'Appelle No. 157","SK","Saskatchewan","50.5389","-104.0141","1275.00","1.40","America/Regina","4","S0G","1124001385"
"Elton","Elton","MB","Manitoba","49.9750","-99.8658","1273.00","2.20","America/Winnipeg","4","R0K","1124000871"
"Lorrainville","Lorrainville","QC","Quebec","47.3613","-79.3382","1272.00","14.50","America/Montreal","4","J0Z","1124001976"
"Conestogo","Conestogo","ON","Ontario","43.5441","-80.4997","1270.00","595.50","America/Toronto","3","N0B","1124566995"
"Upham","Upham","NB","New Brunswick","45.5083","-65.6618","1269.00","6.70","America/Moncton","4","E5N","1124000748"
"St.-Charles","St.-Charles","ON","Ontario","46.3422","-80.4497","1269.00","3.90","America/Toronto","4","P0M","1124428919"
"Sainte-Lucie-des-Laurentides","Sainte-Lucie-des-Laurentides","QC","Quebec","46.1300","-74.1800","1269","11.1","America/Montreal","4","J0T","1124001146"
"Saint-Alexis","Saint-Alexis","QC","Quebec","45.9333","-73.6167","1267","29.2","America/Montreal","4","J0K","1124001453"
"Gillam","Gillam","MB","Manitoba","56.3472","-94.7078","1265","0.6","America/Winnipeg","3","R0B","1124560722"
"Roxton Falls","Roxton Falls","QC","Quebec","45.5667","-72.5167","1265","259.1","America/Montreal","3","J0H","1124901453"
"Montcalm","Montcalm","MB","Manitoba","49.1775","-97.3247","1260.00","2.70","America/Winnipeg","3","R0G","1124000100"
"Clarendon","Clarendon","QC","Quebec","45.6500","-76.5167","1256","3.8","America/Montreal","3","J0X","1124000922"
"Mervin No. 499","Mervin No. 499","SK","Saskatchewan","53.5455","-108.8762","1256.00","0.80","America/Regina","4","S0M","1124001677"
"Saint-Ludger","Saint-Ludger","QC","Quebec","45.7500","-70.7000","1255","9.8","America/Montreal","4","G0M","1124281144"
"Coldwell","Coldwell","MB","Manitoba","50.6389","-98.0417","1254.00","1.40","America/Winnipeg","4","R0C","1124001845"
"Saint-Arsène","Saint-Arsene","QC","Quebec","47.9167","-69.4333","1253","17.7","America/Montreal","4","G0L","1124482227"
"Racine","Racine","QC","Quebec","45.5000","-72.2500","1252","11.8","America/Montreal","4","J0E","1124253350"
"Saint-Majorique-de-Grantham","Saint-Majorique-de-Grantham","QC","Quebec","45.9333","-72.5833","1251","21.6","America/Montreal","4","J2B","1124000808"
"Saint-Zénon","Saint-Zenon","QC","Quebec","46.5500","-73.8167","1250","2.7","America/Montreal","3","J0K","1124443019"
"Saint-Armand","Saint-Armand","QC","Quebec","45.0333","-73.0500","1248","15.1","America/Montreal","3","J0J","1124958164"
"Saint-Édouard-de-Lotbinière","Saint-Edouard-de-Lotbiniere","QC","Quebec","46.5667","-71.8333","1248","12.7","America/Montreal","4","G0S","1124001130"
"Alonsa","Alonsa","MB","Manitoba","50.9794","-99.0796","1247.00","0.40","America/Winnipeg","4","R0H R0L","1124385753"
"Listuguj","Listuguj","QC","Quebec","48.0609","-66.7491","1241.00","28.00","America/Montreal","4","G0C","1124001828"
"Bowden","Bowden","AB","Alberta","51.9306","-114.0256","1240","442.8","America/Edmonton","3","T0M","1124945470"
"St. Joseph","St. Joseph","ON","Ontario","46.2667","-84.0000","1240","9.3","America/Toronto","3","P0R","1124001430"
"Osler","Osler","SK","Saskatchewan","52.3700","-106.5400","1237","796.5","America/Regina","3","S0K","1124000037"
"Saint-Hubert-de-Rivière-du-Loup","Saint-Hubert-de-Riviere-du-Loup","QC","Quebec","47.8167","-69.1500","1235","6.4","America/Montreal","4","G0L","1124000191"
"Saint-Jude","Saint-Jude","QC","Quebec","45.7667","-72.9833","1235","16.0","America/Montreal","3","J0H","1124510808"
"Dildo","Dildo","NL","Newfoundland and Labrador","47.5685","-53.5471","1234.00","152.00","America/St_Johns","4","A0B","1124396361"
"La Minerve","La Minerve","QC","Quebec","46.2500","-74.9333","1234","4.4","America/Montreal","3","J0T","1124869065"
"Lanigan","Lanigan","SK","Saskatchewan","51.8500","-105.0333","1233","165.20","America/Regina","3","S0K","1124052623"
"Lajord No. 128","Lajord No. 128","SK","Saskatchewan","50.1965","-104.2507","1232.00","1.30","America/Regina","4","S0G","1124000590"
"Moonbeam","Moonbeam","ON","Ontario","49.3500","-82.1500","1231","5.2","America/Toronto","3","P0L","1124775223"
"Notre-Dame-des-Pins","Notre-Dame-des-Pins","QC","Quebec","46.1833","-70.7167","1227","51.2","America/Montreal","3","G0M","1124000253"
"Saint-Alban","Saint-Alban","QC","Quebec","46.7167","-72.0833","1225","8.2","America/Montreal","3","G0A","1124839435"
"Saint-Pierre-les-Becquets","Saint-Pierre-les-Becquets","QC","Quebec","46.5000","-72.2000","1223","25.6","America/Montreal","4","G0X","1124957722"
"Arborg","Arborg","MB","Manitoba","50.9075","-97.2182","1222","611.0","America/Winnipeg","3","R0C","1124353392"
"Vauxhall","Vauxhall","AB","Alberta","50.0689","-112.0975","1222","449.4","America/Edmonton","3","T0K","1124148360"
"Bayfield","Bayfield","ON","Ontario","43.5615","-81.6983","1218.00","439.90","America/Toronto","3","N0M","1124665510"
"Beaver River","Beaver River","SK","Saskatchewan","54.3531","-109.5575","1216.00","0.50","America/Regina","4","S0M","1124717040"
"Irricana","Irricana","AB","Alberta","51.3189","-113.6106","1216","376.1","America/Edmonton","3","T0M","1124968867"
"Labrecque","Labrecque","QC","Quebec","48.6667","-71.5333","1215","7.9","America/Montreal","4","G0W","1124000362"
"New Bandon","New Bandon","NB","New Brunswick","47.6912","-65.2900","1214.00","3.40","America/Moncton","4","E2A E8N","1124001513"
"Wemotaci","Wemotaci","QC","Quebec","47.9219","-73.7872","1213.00","38.50","America/Montreal","4","G0X","1124001294"
"Sainte-Hénédine","Sainte-Henedine","QC","Quebec","46.5500","-70.9833","1212","23.6","America/Montreal","4","G0S","1124771909"
"L'Anse-Saint-Jean","L'Anse-Saint-Jean","QC","Quebec","48.2333","-70.2000","1208","2.4","America/Montreal","3","G0V","1124155071"
"Bassano","Bassano","AB","Alberta","50.7833","-112.4667","1206","231.2","America/Edmonton","3","T0J","1124776374"
"Parrsboro","Parrsboro","NS","Nova Scotia","45.3998","-64.3312","1205.00","81.40","America/Halifax","4","B0M","1124877589"
"Kaleden","Kaleden","BC","British Columbia","49.3926","-119.5955","1203.00","278.70","America/Vancouver","3","V0H","1124001071"
"St. George's","St. George's","NL","Newfoundland and Labrador","48.4275","-58.4778","1203","46.60","America/St_Johns","3","A0N","1124178262"
"Fort Simpson","Fort Simpson","NT","Northwest Territories","61.8082","-121.3199","1202.00","15.30","America/Yellowknife","4","X0E","1124669512"
"Akwesasne","Akwesasne","QC","Quebec","45.0155","-74.5769","1202.00","48.40","America/Montreal","4","J0S H0M","1124000436"
"L’Avenir","L'Avenir","QC","Quebec","45.7667","-72.3000","1202","12.4","America/Montreal","4","J0C","1124154040"
"Ignace","Ignace","ON","Ontario","49.4167","-91.6667","1202","16.5","America/Winnipeg","3","P0T","1124972211"
"Claremont","Claremont","ON","Ontario","43.9741","-79.1316","1202.00","567.50","America/Toronto","3","L1Y","1124327632"
"Teulon","Teulon","MB","Manitoba","50.3858","-97.2611","1201","372.3","America/Winnipeg","3","R0C","1124616630"
"Peel","Peel","NB","New Brunswick","46.4058","-67.5278","1196.00","10.60","America/Moncton","4","E7L","1124771409"
"Musquash","Musquash","NB","New Brunswick","45.1836","-66.3514","1194.00","5.10","America/Moncton","4","E5J","1124987756"
"Notre-Dame-du-Portage","Notre-Dame-du-Portage","QC","Quebec","47.7667","-69.6167","1193","29.9","America/Montreal","3","G0L","1124956445"
"St. Lawrence","St. Lawrence","NL","Newfoundland and Labrador","46.9244","-55.3928","1192","33.6","America/St_Johns","3","A0E","1124645666"
"Oxford","Oxford","NS","Nova Scotia","45.7306","-63.8733","1190","110.6","America/Halifax","3","B0M","1124455847"
"Minto-Odanah","Minto-Odanah","MB","Manitoba","50.2406","-99.8056","1189.00","1.60","America/Winnipeg","4","R0J","1124001517"
"St. Alban's","St. Alban's","NL","Newfoundland and Labrador","47.8753","-55.8414","1186","56.90","America/St_Johns","3","A0H","1124613667"
